קטגוריה,קוד מוצר,ברקוד מוצר,שם מוצר,תיאור מוצר,מותג,"אישור, נפח או יחידות",סוג חומרים מהמוצר,תכולת המוצר במיליליטר,קוד קבוצת מוצרים,תמונה,תמונה1,תמונה2,תמונה3,תמונה4,תמונה5,ארץ ייצור
55181000mp,inv:4684,1250250216976,"טלויזה ""55 דגם UQM8500 טכנולוגיית UHD LED SmartTV 4K מבית Mag","מסך 50 אינץ' דגם IL50UQM8500 מבית Mag פרטים טכניים: נתוני מסך: מסך שטח תצוגה - 50'' פורמט מסך - 16:9 טכנולוגיה - LED רזולוציה - 3840*2160@60Hz יחס ניגודיות - 1:5,000,000 זווית צפייה - 178/ 178 מספר גוונים - 16.7 מיליון גודל נקודה - 285*285 מ""מ שיפורים: שפת ממשק - ENGLISH, FRENCH, GERMAN, SPANISH, RUSSIAN, ARABIC, HEBREW טכנולוגיה: תאימות - UHD SmartTV: מעבד - ARM CA55 1.1GHz Quad Core זיכרון - ROM:8GB, RAM:1.5GB מערכת הפעלה - WebOS5.0 WIFI - 2.4G+5G+BT Ethernet - 10M/100M ממשקים: USB - 2 HDMI - 3 ומתוכם 2 ARC VGA - כן AV IN - כן רמקולים - 10W+10W אוזניות - כן RF IN - כן RJ45 - כן OPTICAL - כן ספק כוח: מתח - AC100-240V/50-60Hz צריכה במצב המתנה - 0.5W צריכה מקסימאלית - 110W נתונים פיזיים: מידות עם רגל - 1125*700*268mm מידות ללא רגל - 1125*652*88mm משקל נטו - 8.25 ק""ג משקל ברוטו - 10.82 ק""ג תקן תליה בינ""ל VESA - 200*200mm אחריות לשנה ע""י אמטל",MAG,,,,GRP-TV-LED-4K,https://d3m9l0v76dty0.cloudfront.net/system/photos/10084431/original/4eed93108405172d28be8e21d2c8bfdc.png,,,,,,ישראל
